2025-07-26 15:35:13,042 p=103462 u=master n=ansible | PLAY [🐳 Установка контейнерной поддержки] ********************************************************************************************************************************************
2025-07-26 15:35:38,855 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:38 +0000 (0:00:11.114)       0:00:25.814 ********* 
2025-07-26 15:35:39,402 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:39,406 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:39,408 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:39,417 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:39,424 p=103462 u=master n=ansible | TASK [common : [COMMON] Создание пользователя slurm] **********************************************************************************************************************************
2025-07-26 15:35:39,424 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:39 +0000 (0:00:00.568)       0:00:26.383 ********* 
2025-07-26 15:35:39,970 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:39,971 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:39,974 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:40,047 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:40,054 p=103462 u=master n=ansible | TASK [common : [COMMON] Установка MUNGE] **********************************************************************************************************************************************
2025-07-26 15:35:40,054 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:40 +0000 (0:00:00.630)       0:00:27.014 ********* 
2025-07-26 15:35:41,145 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:41,158 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:41,164 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:41,175 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:41,209 p=103462 u=master n=ansible | TASK [common : [COMMON] Остановка MUNGE перед настройкой] *****************************************************************************************************************************
2025-07-26 15:35:41,209 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:41 +0000 (0:00:01.154)       0:00:28.168 ********* 
2025-07-26 15:35:43,092 p=103462 u=master n=ansible | changed: [cn02]
2025-07-26 15:35:43,095 p=103462 u=master n=ansible | changed: [sm02]
2025-07-26 15:35:43,140 p=103462 u=master n=ansible | changed: [cn01]
2025-07-26 15:35:43,210 p=103462 u=master n=ansible | changed: [sm01]
2025-07-26 15:35:43,218 p=103462 u=master n=ansible | TASK [common : [COMMON] Создание MUNGE ключа на master узле] **************************************************************************************************************************
2025-07-26 15:35:43,218 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:43 +0000 (0:00:02.009)       0:00:30.177 ********* 
2025-07-26 15:35:43,263 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:43,264 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:43,273 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:43,603 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:43,612 p=103462 u=master n=ansible | TASK [common : [COMMON] Настройка прав доступа MUNGE директорий] **********************************************************************************************************************
2025-07-26 15:35:43,613 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:43 +0000 (0:00:00.394)       0:00:30.572 ********* 
2025-07-26 15:35:44,044 p=103462 u=master n=ansible | ok: [sm01] => (item={'path': '/etc/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,046 p=103462 u=master n=ansible | ok: [cn02] => (item={'path': '/etc/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,047 p=103462 u=master n=ansible | ok: [sm02] => (item={'path': '/etc/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,051 p=103462 u=master n=ansible | ok: [cn01] => (item={'path': '/etc/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,297 p=103462 u=master n=ansible | ok: [sm01] => (item={'path': '/var/log/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,300 p=103462 u=master n=ansible | ok: [cn01] => (item={'path': '/var/log/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,320 p=103462 u=master n=ansible | ok: [sm02] => (item={'path': '/var/log/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,389 p=103462 u=master n=ansible | ok: [cn02] => (item={'path': '/var/log/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,556 p=103462 u=master n=ansible | ok: [sm01] => (item={'path': '/var/lib/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,558 p=103462 u=master n=ansible | ok: [cn01] => (item={'path': '/var/lib/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,592 p=103462 u=master n=ansible | ok: [sm02] => (item={'path': '/var/lib/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,644 p=103462 u=master n=ansible | ok: [cn02] => (item={'path': '/var/lib/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0700'})
2025-07-26 15:35:44,819 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/run/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0755'})
2025-07-26 15:35:44,821 p=103462 u=master n=ansible | changed: [cn01] => (item={'path': '/run/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0755'})
2025-07-26 15:35:44,873 p=103462 u=master n=ansible | changed: [sm02] => (item={'path': '/run/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0755'})
2025-07-26 15:35:44,901 p=103462 u=master n=ansible | changed: [cn02] => (item={'path': '/run/munge', 'owner': 'munge', 'group': 'munge', 'mode': '0755'})
2025-07-26 15:35:44,911 p=103462 u=master n=ansible | TASK [common : [COMMON] Получение MUNGE ключа с мастера] ******************************************************************************************************************************
2025-07-26 15:35:44,911 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:44 +0000 (0:00:01.298)       0:00:31.870 ********* 
2025-07-26 15:35:44,943 p=103462 u=master n=ansible | skipping: [sm01]
2025-07-26 15:35:45,312 p=103462 u=master n=ansible | ok: [sm02 -> sm01]
2025-07-26 15:35:45,313 p=103462 u=master n=ansible | ok: [cn01 -> sm01]
2025-07-26 15:35:45,313 p=103462 u=master n=ansible | ok: [cn02 -> sm01]
2025-07-26 15:35:45,321 p=103462 u=master n=ansible | TASK [common : [COMMON] Создание MUNGE ключа на остальных узлах] **********************************************************************************************************************
2025-07-26 15:35:45,321 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:45 +0000 (0:00:00.410)       0:00:32.281 ********* 
2025-07-26 15:35:45,356 p=103462 u=master n=ansible | skipping: [sm01]
2025-07-26 15:35:46,110 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:46,149 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:46,158 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:46,166 p=103462 u=master n=ansible | TASK [common : [COMMON] Настройка прав доступа на ключ MUNGE (мастер)] ****************************************************************************************************************
2025-07-26 15:35:46,166 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:46 +0000 (0:00:00.844)       0:00:33.125 ********* 
2025-07-26 15:35:46,212 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:46,213 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:46,225 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:46,439 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:46,446 p=103462 u=master n=ansible | TASK [common : [COMMON] Запуск и включение MUNGE] *************************************************************************************************************************************
2025-07-26 15:35:46,446 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:46 +0000 (0:00:00.280)       0:00:33.406 ********* 
2025-07-26 15:35:48,439 p=103462 u=master n=ansible | changed: [sm02]
2025-07-26 15:35:48,467 p=103462 u=master n=ansible | changed: [cn02]
2025-07-26 15:35:48,478 p=103462 u=master n=ansible | changed: [cn01]
2025-07-26 15:35:48,487 p=103462 u=master n=ansible | changed: [sm01]
2025-07-26 15:35:48,494 p=103462 u=master n=ansible | TASK [common : [COMMON] Проверка работы MUNGE] ****************************************************************************************************************************************
2025-07-26 15:35:48,494 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:48 +0000 (0:00:02.047)       0:00:35.453 ********* 
2025-07-26 15:35:48,780 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:48,789 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:48,818 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:49,771 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:49,780 p=103462 u=master n=ansible | TASK [common : [COMMON] Результат проверки MUNGE] *************************************************************************************************************************************
2025-07-26 15:35:49,780 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:49 +0000 (0:00:01.286)       0:00:36.739 ********* 
2025-07-26 15:35:49,816 p=103462 u=master n=ansible | ok: [sm01] => 
  msg: MUNGE работает корректно на sm01
2025-07-26 15:35:49,833 p=103462 u=master n=ansible | ok: [sm02] => 
  msg: MUNGE работает корректно на sm02
2025-07-26 15:35:49,835 p=103462 u=master n=ansible | ok: [cn01] => 
  msg: MUNGE работает корректно на cn01
2025-07-26 15:35:49,851 p=103462 u=master n=ansible | ok: [cn02] => 
  msg: MUNGE работает корректно на cn02
2025-07-26 15:35:49,858 p=103462 u=master n=ansible | TASK [common : [COMMON] Установка HWLOC] **********************************************************************************************************************************************
2025-07-26 15:35:49,859 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:49 +0000 (0:00:00.078)       0:00:36.818 ********* 
2025-07-26 15:35:50,880 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:50,933 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:50,938 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:51,001 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:51,009 p=103462 u=master n=ansible | TASK [common : [COMMON] Проверка HWLOC] ***********************************************************************************************************************************************
2025-07-26 15:35:51,009 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:51 +0000 (0:00:01.150)       0:00:37.969 ********* 
2025-07-26 15:35:51,292 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:51,307 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:51,308 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:51,338 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:51,345 p=103462 u=master n=ansible | TASK [common : [COMMON] Версия HWLOC] *************************************************************************************************************************************************
2025-07-26 15:35:51,346 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:51 +0000 (0:00:00.336)       0:00:38.305 ********* 
2025-07-26 15:35:51,378 p=103462 u=master n=ansible | ok: [sm01] => 
  msg: 'Установлена версия HWLOC: lstopo 2.10.0'
2025-07-26 15:35:51,394 p=103462 u=master n=ansible | ok: [sm02] => 
  msg: 'Установлена версия HWLOC: lstopo 2.10.0'
2025-07-26 15:35:51,396 p=103462 u=master n=ansible | ok: [cn01] => 
  msg: 'Установлена версия HWLOC: lstopo 2.10.0'
2025-07-26 15:35:51,411 p=103462 u=master n=ansible | ok: [cn02] => 
  msg: 'Установлена версия HWLOC: lstopo 2.10.0'
2025-07-26 15:35:51,418 p=103462 u=master n=ansible | TASK [common : [COMMON] Установка NFS server на master] *******************************************************************************************************************************
2025-07-26 15:35:51,418 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:51 +0000 (0:00:00.072)       0:00:38.377 ********* 
2025-07-26 15:35:51,468 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:51,469 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:51,481 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:52,384 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:52,392 p=103462 u=master n=ansible | TASK [common : [COMMON] Создание директорий для экспорта NFS] *************************************************************************************************************************
2025-07-26 15:35:52,392 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:52 +0000 (0:00:00.973)       0:00:39.351 ********* 
2025-07-26 15:35:52,431 p=103462 u=master n=ansible | skipping: [sm02] => (item=/home) 
2025-07-26 15:35:52,432 p=103462 u=master n=ansible | skipping: [sm02] => (item=/sw) 
2025-07-26 15:35:52,441 p=103462 u=master n=ansible | skipping: [cn01] => (item=/home) 
2025-07-26 15:35:52,444 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:52,444 p=103462 u=master n=ansible | skipping: [cn01] => (item=/sw) 
2025-07-26 15:35:52,446 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:52,455 p=103462 u=master n=ansible | skipping: [cn02] => (item=/home) 
2025-07-26 15:35:52,458 p=103462 u=master n=ansible | skipping: [cn02] => (item=/sw) 
2025-07-26 15:35:52,458 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:52,663 p=103462 u=master n=ansible | ok: [sm01] => (item=/home)
2025-07-26 15:35:52,912 p=103462 u=master n=ansible | ok: [sm01] => (item=/sw)
2025-07-26 15:35:52,921 p=103462 u=master n=ansible | TASK [common : [COMMON] Очистка старых экспортов] *************************************************************************************************************************************
2025-07-26 15:35:52,921 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:52 +0000 (0:00:00.529)       0:00:39.880 ********* 
2025-07-26 15:35:52,963 p=103462 u=master n=ansible | skipping: [sm02] => (item=/home) 
2025-07-26 15:35:52,965 p=103462 u=master n=ansible | skipping: [sm02] => (item=/sw) 
2025-07-26 15:35:52,971 p=103462 u=master n=ansible | skipping: [cn01] => (item=/home) 
2025-07-26 15:35:52,971 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:52,972 p=103462 u=master n=ansible | skipping: [cn01] => (item=/sw) 
2025-07-26 15:35:52,973 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:52,982 p=103462 u=master n=ansible | skipping: [cn02] => (item=/home) 
2025-07-26 15:35:52,985 p=103462 u=master n=ansible | skipping: [cn02] => (item=/sw) 
2025-07-26 15:35:52,986 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:53,311 p=103462 u=master n=ansible | changed: [sm01] => (item=/home)
2025-07-26 15:35:53,552 p=103462 u=master n=ansible | changed: [sm01] => (item=/sw)
2025-07-26 15:35:53,561 p=103462 u=master n=ansible | TASK [common : [COMMON] Настройка экспорта NFS (автоопределение IP)] ******************************************************************************************************************
2025-07-26 15:35:53,562 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:53 +0000 (0:00:00.640)       0:00:40.521 ********* 
2025-07-26 15:35:53,655 p=103462 u=master n=ansible | skipping: [sm02] => (item={'path': '/home', 'client_ip': '10.20.90.212'}) 
2025-07-26 15:35:53,657 p=103462 u=master n=ansible | skipping: [sm02] => (item={'path': '/home', 'client_ip': '10.20.90.204'}) 
2025-07-26 15:35:53,660 p=103462 u=master n=ansible | skipping: [sm02] => (item={'path': '/home', 'client_ip': '10.20.90.215'}) 
2025-07-26 15:35:53,663 p=103462 u=master n=ansible | skipping: [sm02] => (item={'path': '/sw', 'client_ip': '10.20.90.212'}) 
2025-07-26 15:35:53,666 p=103462 u=master n=ansible | skipping: [sm02] => (item={'path': '/sw', 'client_ip': '10.20.90.204'}) 
2025-07-26 15:35:53,667 p=103462 u=master n=ansible | skipping: [cn01] => (item={'path': '/home', 'client_ip': '10.20.90.212'}) 
2025-07-26 15:35:53,668 p=103462 u=master n=ansible | skipping: [sm02] => (item={'path': '/sw', 'client_ip': '10.20.90.215'}) 
2025-07-26 15:35:53,669 p=103462 u=master n=ansible | skipping: [cn01] => (item={'path': '/home', 'client_ip': '10.20.90.204'}) 
2025-07-26 15:35:53,670 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:53,674 p=103462 u=master n=ansible | skipping: [cn01] => (item={'path': '/home', 'client_ip': '10.20.90.215'}) 
2025-07-26 15:35:53,677 p=103462 u=master n=ansible | skipping: [cn01] => (item={'path': '/sw', 'client_ip': '10.20.90.212'}) 
2025-07-26 15:35:53,679 p=103462 u=master n=ansible | skipping: [cn01] => (item={'path': '/sw', 'client_ip': '10.20.90.204'}) 
2025-07-26 15:35:53,682 p=103462 u=master n=ansible | skipping: [cn01] => (item={'path': '/sw', 'client_ip': '10.20.90.215'}) 
2025-07-26 15:35:53,683 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:53,689 p=103462 u=master n=ansible | skipping: [cn02] => (item={'path': '/home', 'client_ip': '10.20.90.212'}) 
2025-07-26 15:35:53,692 p=103462 u=master n=ansible | skipping: [cn02] => (item={'path': '/home', 'client_ip': '10.20.90.204'}) 
2025-07-26 15:35:53,695 p=103462 u=master n=ansible | skipping: [cn02] => (item={'path': '/home', 'client_ip': '10.20.90.215'}) 
2025-07-26 15:35:53,697 p=103462 u=master n=ansible | skipping: [cn02] => (item={'path': '/sw', 'client_ip': '10.20.90.212'}) 
2025-07-26 15:35:53,700 p=103462 u=master n=ansible | skipping: [cn02] => (item={'path': '/sw', 'client_ip': '10.20.90.204'}) 
2025-07-26 15:35:53,703 p=103462 u=master n=ansible | skipping: [cn02] => (item={'path': '/sw', 'client_ip': '10.20.90.215'}) 
2025-07-26 15:35:53,704 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:53,952 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/home', 'client_ip': '10.20.90.212'})
2025-07-26 15:35:54,194 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/home', 'client_ip': '10.20.90.204'})
2025-07-26 15:35:54,436 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/home', 'client_ip': '10.20.90.215'})
2025-07-26 15:35:54,682 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/sw', 'client_ip': '10.20.90.212'})
2025-07-26 15:35:54,923 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/sw', 'client_ip': '10.20.90.204'})
2025-07-26 15:35:55,165 p=103462 u=master n=ansible | changed: [sm01] => (item={'path': '/sw', 'client_ip': '10.20.90.215'})
2025-07-26 15:35:55,177 p=103462 u=master n=ansible | TASK [common : [COMMON] Запуск и включение NFS server] ********************************************************************************************************************************
2025-07-26 15:35:55,177 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:55 +0000 (0:00:01.615)       0:00:42.137 ********* 
2025-07-26 15:35:55,213 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:55,230 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:55,242 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:55,660 p=103462 u=master n=ansible | ok: [sm01]
2025-07-26 15:35:55,667 p=103462 u=master n=ansible | TASK [common : [COMMON] Принудительная перезагрузка экспортов NFS] ********************************************************************************************************************
2025-07-26 15:35:55,667 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:55 +0000 (0:00:00.490)       0:00:42.627 ********* 
2025-07-26 15:35:55,714 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:55,715 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:55,726 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:55,930 p=103462 u=master n=ansible | changed: [sm01]
2025-07-26 15:35:55,938 p=103462 u=master n=ansible | TASK [common : [COMMON] Проверка активных экспортов] **********************************************************************************************************************************
2025-07-26 15:35:55,938 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:55 +0000 (0:00:00.270)       0:00:42.898 ********* 
2025-07-26 15:35:55,989 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:55,991 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:56,001 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:56,200 p=103462 u=master n=ansible | changed: [sm01]
2025-07-26 15:35:56,207 p=103462 u=master n=ansible | TASK [common : [COMMON] Показать активные экспорты] ***********************************************************************************************************************************
2025-07-26 15:35:56,207 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:56 +0000 (0:00:00.269)       0:00:43.167 ********* 
2025-07-26 15:35:56,240 p=103462 u=master n=ansible | ok: [sm01] => 
  nfs_exports_check.stdout_lines:
  - "/home         \t10.20.90.212(sync,wdelay,hide,no_subtree_check,sec=sys,rw,secure,no_root_squash,no_all_squash)"
  - "/home         \t10.20.90.204(sync,wdelay,hide,no_subtree_check,sec=sys,rw,secure,no_root_squash,no_all_squash)"
  - "/home         \t10.20.90.215(sync,wdelay,hide,no_subtree_check,sec=sys,rw,secure,no_root_squash,no_all_squash)"
  - "/sw           \t10.20.90.212(sync,wdelay,hide,no_subtree_check,sec=sys,rw,secure,no_root_squash,no_all_squash)"
  - "/sw           \t10.20.90.204(sync,wdelay,hide,no_subtree_check,sec=sys,rw,secure,no_root_squash,no_all_squash)"
  - "/sw           \t10.20.90.215(sync,wdelay,hide,no_subtree_check,sec=sys,rw,secure,no_root_squash,no_all_squash)"
2025-07-26 15:35:56,254 p=103462 u=master n=ansible | skipping: [sm02]
2025-07-26 15:35:56,255 p=103462 u=master n=ansible | skipping: [cn01]
2025-07-26 15:35:56,267 p=103462 u=master n=ansible | skipping: [cn02]
2025-07-26 15:35:56,274 p=103462 u=master n=ansible | TASK [common : [COMMON] Установка NFS client] *****************************************************************************************************************************************
2025-07-26 15:35:56,274 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:56 +0000 (0:00:00.066)       0:00:43.233 ********* 
2025-07-26 15:35:56,306 p=103462 u=master n=ansible | skipping: [sm01]
2025-07-26 15:35:57,282 p=103462 u=master n=ansible | ok: [sm02]
2025-07-26 15:35:57,303 p=103462 u=master n=ansible | ok: [cn01]
2025-07-26 15:35:57,345 p=103462 u=master n=ansible | ok: [cn02]
2025-07-26 15:35:57,353 p=103462 u=master n=ansible | TASK [common : [COMMON] Создание точек монтирования NFS] ******************************************************************************************************************************
2025-07-26 15:35:57,353 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:57 +0000 (0:00:01.078)       0:00:44.312 ********* 
2025-07-26 15:35:57,373 p=103462 u=master n=ansible | skipping: [sm01] => (item=/sw) 
2025-07-26 15:35:57,378 p=103462 u=master n=ansible | skipping: [sm01]
2025-07-26 15:35:57,657 p=103462 u=master n=ansible | ok: [sm02] => (item=/sw)
2025-07-26 15:35:57,666 p=103462 u=master n=ansible | ok: [cn01] => (item=/sw)
2025-07-26 15:35:57,707 p=103462 u=master n=ansible | ok: [cn02] => (item=/sw)
2025-07-26 15:35:57,715 p=103462 u=master n=ansible | TASK [common : [COMMON] Монтирование NFS shares (автоопределение сервера)] ************************************************************************************************************
2025-07-26 15:35:57,715 p=103462 u=master n=ansible | Saturday 26 July 2025  15:35:57 +0000 (0:00:00.362)       0:00:44.674 ********* 
2025-07-26 15:35:57,740 p=103462 u=master n=ansible | skipping: [sm01] => (item={'path': '/home', 'src': '/home'}) 
2025-07-26 15:35:57,741 p=103462 u=master n=ansible | skipping: [sm01] => (item={'path': '/sw', 'src': '/sw'}) 
2025-07-26 15:35:57,749 p=103462 u=master n=ansible | skipping: [sm01]
2025-07-26 15:35:58,141 p=103462 u=master n=ansible | ok: [sm02] => (item={'path': '/home', 'src': '/home'})
2025-07-26 15:35:58,142 p=103462 u=master n=ansible | ok: [cn01] => (item={'path': '/home', 'src': '/home'})
2025-07-26 15:35:58,147 p=103462 u=master n=ansible | ok: [cn02] => (item={'path': '/home', 'src': '/home'})
2025-07-26 15:35:58,400 p=103462 u=master n=ansible | ok: [cn01] => (item={'path': '/sw', 'src': '/sw'})
